agency,address,latitude,longitude,county,item,quantity,date,cost
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,DUMP",1,10/3/14,"$92,489.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,LIFT,FORK",1,10/2/14,"$100,010.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,UTILITY",1,9/23/14,"$41,061.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,UTILITY",1,9/23/14,"$41,061.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,UTILITY",1,10/3/14,"$41,061.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,UTILITY",1,10/3/14,"$41,061.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,VAN",1,9/23/14,"$135,122.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,WRECKER",1,8/14/14,"$168,960.00 "
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRISTOWN  BUREAU OF POLICE,"200 S St # 4, Morristown, NJ 07960",,,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNT OLIVE TOWNSHIP POLICE DEPT,"204 Flanders-Drakestown Rd, Budd Lake, NJ 07828",40.77398,-74.7279919,MORRIS,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
MOUNTAIN LAKES POLICE DEPT,"400 Boulevard, Mountain Lakes, NJ 07046",40.886009,-74.454312,MORRIS,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"GOGGLES,SUN,WIND AND DUST",20,11/26/13,$488.80 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,CARGO",1,1/30/14,"$72,040.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,DUMP",1,4/16/14,"$72,425.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$50,458.00 "
NEPTUNE CITY POLICE DEPT,"106 W Sylvania Ave, Neptune City, NJ 07753",40.197613,-74.029976,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$43,376.00 "
NEW BRUNSWICK POLICE DEPARTMENT,"25 Kirkpatrick St, New Brunswick, NJ 08901",40.49419146,-74.44643666,MIDDLESEX,"TRUCK,VAN",1,9/12/14,"$111,395.00 "
NEWARK POLICE DEPT,"480 Clinton Avenue, Newark, NJ 07108",40.7213114,-74.1999358,ESSEX,"HELICOPTER,OBSERVAT",1,4/22/14,"$92,290.00 "
NEWARK POLICE DEPT,"480 Clinton Avenue, Newark, NJ 07108",40.7213114,-74.1999358,ESSEX,"HELICOPTER,OBSERVAT",1,4/22/14,"$92,290.00 "
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/25/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/25/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ FISH AND WILDLIFE BUREAU OF LAW,"436 E State St, Trenton, NJ",40.2210824,-74.7563108,MERCER,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
NJ STATE POLICE AVIATION BUREAU,"1100 Terminal Cir Dr, Ewing Township, NJ 08628",40.277304,-74.813863,MERCER,"HELICOPTER,OBSERVAT",1,4/22/14,"$92,290.00 "
NJ STATE POLICE LAKEHURST,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,OCEAN,"TRUCK,ARMORED",1,4/14/14,"$65,070.00 "
NJ STATE POLICE LAKEHURST,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,OCEAN,"TRUCK,ARMORED",1,4/14/14,"$65,070.00 "
NJ STATE POLICE LAKEHURST,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,OCEAN,"TRUCK,CARGO",1,10/2/14,"$361,629.00 "
NJ STATE POLICE LAKEHURST,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,OCEAN,"TRUCK,PALLETIZED  LOADING",1,10/2/14,"$288,015.00 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,10,10/9/14,"$1,440.70 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,10,10/2/14,"$1,919.70 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,10,10/2/14,"$1,440.70 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,8,10/1/14,"$1,152.56 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,10,10/16/14,"$1,440.70 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,1,10/30/14,"$6,859.20 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"VIEWER KIT,NIGHT VISION",6,11/3/14,"$15,688.80 "
NJ STATE POLICE TRENTON,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"VIEWER,NIGHT VISION",2,11/3/14,"$20,854.20 "
NJ STATE POLICE-FIELD OPS SECTION,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,BINOCULAR,2,10/1/14,$288.14 
NJ STATE POLICE-FIELD OPS SECTION,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"TRUCK,UTILITY",1,8/22/14,"$50,458.00 "
NJ STATE POLICE-FIELD OPS SECTION,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"TRUCK,UTILITY",1,8/22/14,"$41,061.00 "
NJ STATE POLICE-FIELD OPS SECTION,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"TRUCK,UTILITY",1,8/22/14,"$50,458.00 "
NJ STATE POLICE-FIELD OPS SECTION,"1 River Rd, West Trenton, NJ",40.240906,-74.817555,MERCER,"TRUCK,UTILITY",1,8/22/14,"$41,061.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,DUMP",1,11/3/14,"$92,489.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$41,061.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$41,061.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$41,061.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$47,023.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$47,023.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$41,061.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$63,682.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$63,682.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$50,458.00 "
NORTH WILDWOOD POLICE DEPT,901 Atlantic Ave. North Wildwood NJ 08260,39.000815,-74.796522,CAPE MAY,"TRUCK,UTILITY",1,4/11/14,"$56,762.00 "
OCEAN GATE POLICE DEPT,"801 Ocean Gate Ave, Ocean Gate, NJ 08740",39.924211,-74.140609,OCEAN,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
OCEAN GATE POLICE DEPT,"801 Ocean Gate Ave, Ocean Gate, NJ 08740",39.924211,-74.140609,OCEAN,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
OCEAN TOWNSHIP POLICE DEPT,"399 Monmouth Rd, Oakhurst, NJ 07755",40.281647,-74.018439,OCEAN,"TRUCK, UTILITY",1,,"$41,061.00 "
OCEAN TOWNSHIP POLICE DEPT,"399 Monmouth Rd, Oakhurst, NJ 07755",40.281647,-74.018439,OCEAN,"TRUCK,CARGO",1,6/5/14,"$75,278.00 "
OCEAN TOWNSHIP POLICE DEPT,"399 Monmouth Rd, Oakhurst, NJ 07755",40.281647,-74.018439,OCEAN,"TRUCK,UTILITY",1,6/6/14,"$49,897.00 "
OCEAN TOWNSHIP POLICE DEPT,"399 Monmouth Rd, Oakhurst, NJ 07755",40.281647,-74.018439,OCEAN,"TRUCK,UTILITY",1,6/6/14,"$47,023.00 "
OCEAN TOWNSHIP POLICE DEPT,"399 Monmouth Rd, Oakhurst, NJ 07755",40.281647,-74.018439,OCEAN,"TRUCK,UTILITY",1,6/9/14,"$49,897.00 "
OCEANPORT POLICE DEPT,"222 Monmouth Blvd, Oceanport, NJ 07757",40.321739,-74.016688,MONMOUTH,"TRUCK,CARGO",1,8/29/14,"$72,040.00 "
OCEANPORT POLICE DEPT,"222 Monmouth Blvd, Oceanport, NJ 07757",40.321739,-74.016688,MONMOUTH,"TRUCK,CARGO",1,8/29/14,"$72,040.00 "
OLD TAPPAN POLICE DEPT,"21 Russell Ave, Old Tappan, NJ 07675",41.01145115,-73.98251077,BERGEN,M14 ASSAULT RIFLE,1,4/11/14,$138.00 
OLD TAPPAN POLICE DEPT,"21 Russell Ave, Old Tappan, NJ 07675",41.01145115,-73.98251077,BERGEN,M14 ASSAULT RIFLE,1,4/11/14,$138.00 
OLD TAPPAN POLICE DEPT,"21 Russell Ave, Old Tappan, NJ 07675",41.01145115,-73.98251077,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
OLD TAPPAN POLICE DEPT,"21 Russell Ave, Old Tappan, NJ 07675",41.01145115,-73.98251077,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,BINOCULARS,2,10/21/14,"$1,000.00 "
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,"GOGGLES,INDUSTRIAL",11,8/26/14,$694.87 
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,"SIGHT,REAR",2,8/26/14,$118.20 
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,"SIGHT,REFLEX",5,8/26/14,"$1,700.00 "
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,"SIGHT,REFLEX",5,8/26/14,"$1,700.00 "
PARAMUS POLICE DEPT,"1 Carlough Dr, Paramus, NJ 07652",40.926933,-74.070671,BERGEN,"SIGHT,REFLEX",1,10/21/14,$331.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,"401 Grand St #7, Paterson, NJ 07505",41.70811533,-71.14772014,PASSAIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",40.959366,-74.2337369,PASSAIC,"GOGGLES,INDUSTRIAL",33,11/10/14,"$1,908.72 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",40.959366,-74.2337369,PASSAIC,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
